edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia
18,877,0,0,rrhh,temporal,53,2,4,0,6,no confio en la direccion de la empresa ademas considero que el salario es bajo,1
40,3191,18,1,logistica,fijo,35,3,4,0,7,"no es el mejor trabajo, pero tampoco el peor",0
56,3823,34,0,finanzas,fijo,41,4,2,0,3,tengo un equilibrio razonable entre trabajo y vida y siento que no hay crecimiento profesional,1
34,1831,12,2,produccion,fijo,38,4,2,2,5,me gusta el ambiente laboral,0
51,1888,30,19,rrhh,temporal,33,5,3,2,36,mi desarrollo profesional es constante,0
58,2800,35,26,logistica,fijo,35,5,5,2,9,estoy motivado y satisfecho con mis proyectos,0
46,2626,26,19,produccion,fijo,32,3,5,1,49,mi experiencia es promedio,0
26,891,4,4,finanzas,temporal,31,1,5,1,48,no recibo retroalimentacion suficiente,1
30,1249,7,2,ti,fijo,54,3,5,0,13,"no es el mejor trabajo, pero tampoco el peor y siento que no hay crecimiento profesional",0
23,525,0,0,produccion,fijo,50,2,3,0,12,el ambiente de oficina es tenso ademas considero que el salario es bajo,1
23,1225,2,2,produccion,fijo,56,3,1,1,37,"el equipo es bueno, pero la gestion necesita mejorar y me siento muy estresado por la carga laboral",1
37,2002,15,1,logistica,temporal,47,2,2,0,47,siento que mi trabajo no tiene impacto,0
20,655,0,0,rrhh,temporal,34,3,2,0,41,la empresa tiene potencial de mejora,1
34,1606,12,2,rrhh,temporal,51,1,4,1,6,estoy muy insatisfecho con mi trabajo y me siento muy estresado por la carga laboral,1
29,1289,6,2,produccion,fijo,53,3,5,0,20,no tengo motivacion para seguir en este trabajo,1
18,1687,0,0,ventas,fijo,50,2,2,0,32,la carga de trabajo es abrumadora,0
34,2483,14,5,rrhh,fijo,60,3,4,0,10,"a veces me siento motivado, a veces no y siento que no hay crecimiento profesional",1
20,1083,0,0,ti,fijo,41,2,3,0,5,no me siento valorado en la empresa,1
43,3208,24,14,ti,temporal,31,4,4,0,35,me siento reconocido por mis esfuerzos,0
32,1837,12,4,produccion,temporal,58,3,5,4,10,no me siento valorado en la empresa y me siento muy estresado por la carga laboral,0
53,3350,26,13,rrhh,temporal,52,4,4,2,33,estoy orgulloso de lo que hacemos,0
49,1683,25,4,ti,temporal,34,2,5,1,29,no me siento valorado en la empresa,1
49,2088,30,29,finanzas,temporal,58,1,3,0,8,los recursos para trabajar son insuficientes,1
21,647,0,0,logistica,fijo,56,2,3,0,6,"a veces me siento motivado, a veces no",1
35,1937,12,10,logistica,fijo,47,5,3,2,45,la cultura de la empresa es positiva,0
36,2058,15,3,ti,fijo,57,3,4,1,36,tengo un equilibrio razonable entre trabajo y vida y me siento muy estresado por la carga laboral,1
60,3561,40,35,rrhh,temporal,35,3,5,3,17,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1
52,3003,33,8,produccion,fijo,40,4,2,2,48,mi desarrollo profesional es constante,0
57,2502,35,22,ti,temporal,36,4,5,2,28,el ambiente de oficina es tenso,0
31,2221,10,7,produccion,fijo,45,3,4,1,20,"algunas tareas son interesantes, otras no tanto",0
50,2745,25,19,finanzas,fijo,37,3,3,3,13,estoy muy insatisfecho con mi trabajo,1
31,1621,5,2,logistica,fijo,32,2,1,0,15,siento que mis habilidades no se aprovechan,1
51,2465,30,30,ti,fijo,40,4,2,4,25,tengo un equilibrio razonable entre trabajo y vida,0
21,1687,0,0,produccion,temporal,49,3,5,0,30,siento estabilidad en mi trabajo,1
41,1418,21,18,ti,fijo,57,1,5,0,50,hay un buen ambiente de colaboracion y siento que no hay crecimiento profesional,1
46,1885,27,0,logistica,fijo,51,1,1,0,10,me siento sobrecargado y desmotivado,1
36,2170,11,8,ti,fijo,48,2,3,1,31,no tengo motivacion para seguir en este trabajo,1
23,619,0,0,rrhh,fijo,40,1,1,0,25,el trabajo cumple con lo esperado,1
50,1521,23,1,logistica,fijo,51,1,3,0,32,no hay reconocimiento al esfuerzo,0
57,3177,35,3,rrhh,fijo,38,2,5,1,36,el liderazgo es deficiente,0
36,1232,9,3,ventas,fijo,41,3,3,0,10,el equilibrio entre trabajo y vida es justo y siento que no hay crecimiento profesional,1
18,1612,0,0,rrhh,temporal,45,2,2,0,19,los recursos para trabajar son insuficientes,1
22,1738,0,0,rrhh,temporal,34,4,4,0,12,no tengo motivacion para seguir en este trabajo y siento que no hay crecimiento profesional,1
44,2231,21,0,ventas,fijo,31,2,4,0,33,hay falta de comunicacion en el equipo y siento que no hay crecimiento profesional,0
33,1810,8,1,ventas,fijo,39,2,3,1,32,el ambiente laboral es muy malo,1
23,835,4,4,ti,fijo,31,2,5,1,42,no recibo retroalimentacion suficiente ademas considero que el salario es bajo,1
57,1778,36,5,ti,fijo,59,2,5,0,3,estoy muy insatisfecho con mi trabajo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
30,1492,6,0,ti,fijo,56,1,3,0,7,el liderazgo de mi equipo es excelente y me siento muy estresado por la carga laboral,0
52,1754,28,22,rrhh,fijo,52,2,1,4,49,no me siento valorado en la empresa,1
36,2129,10,10,produccion,fijo,59,4,1,4,10,estoy motivado y satisfecho con mis proyectos y me siento muy estresado por la carga laboral,0
29,1791,7,6,logistica,temporal,33,3,1,0,1,la empresa tiene potencial de mejora,0
33,2190,13,6,produccion,temporal,54,3,5,3,21,"a veces me siento motivado, a veces no",1
60,3048,39,21,logistica,fijo,54,2,3,2,3,"el ambiente es regular, podria mejorar",1
27,1201,5,4,rrhh,fijo,45,3,3,4,41,"el ambiente es regular, podria mejorar",0
42,2113,20,7,finanzas,fijo,35,4,5,1,24,siento que crezco profesionalmente,1
37,1880,17,10,ti,temporal,39,5,3,4,43,la cultura de la empresa es positiva,0
48,2816,27,27,rrhh,fijo,58,4,2,3,49,me siento parte de un buen equipo y me siento muy estresado por la carga laboral,0
21,1741,0,0,finanzas,fijo,50,4,1,0,14,mi desarrollo profesional es constante,1
40,2118,22,20,ti,temporal,36,4,3,0,11,estoy muy insatisfecho con mi trabajo,1
19,981,0,0,ventas,fijo,34,1,5,0,32,estoy muy insatisfecho con mi trabajo ademas considero que el salario es bajo,1
39,2303,17,1,rrhh,fijo,42,2,3,1,31,no confio en la direccion de la empresa,1
54,2615,29,19,finanzas,fijo,38,4,5,2,5,mi equipo y mi jefe me apoyan mucho,0
25,1265,5,2,produccion,fijo,38,4,3,2,42,estoy motivado y satisfecho con mis proyectos,1
24,1727,1,1,rrhh,fijo,60,2,4,0,0,me siento estancado profesionalmente,1
31,1568,12,7,produccion,fijo,52,1,2,1,37,estoy muy insatisfecho con mi trabajo,1
20,1043,1,0,finanzas,fijo,44,3,4,0,39,me siento reconocido por mis esfuerzos,0
33,2243,8,7,rrhh,fijo,33,3,3,1,37,siento que mi esfuerzo no siempre se reconoce,0
36,1506,13,11,rrhh,fijo,30,5,5,3,19,me siento estancado profesionalmente,0
35,2290,17,8,rrhh,fijo,60,3,3,0,43,tengo oportunidades limitadas para crecer,1
33,1665,7,1,logistica,fijo,49,3,5,0,49,siento que mi esfuerzo no siempre se reconoce,1
25,1426,6,1,rrhh,fijo,57,3,1,0,4,siento que algunos procesos son confusos y me siento muy estresado por la carga laboral,1
50,3731,29,9,ventas,fijo,43,3,1,0,36,me esfuerzo por mejorar en mi puesto y siento que no hay crecimiento profesional,1
29,1512,2,2,rrhh,temporal,48,4,3,0,39,el equilibrio entre trabajo y vida es justo,0
28,974,10,10,finanzas,fijo,30,2,1,3,50,me siento sobrecargado y desmotivado,1
22,1073,4,1,finanzas,fijo,58,1,3,1,1,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral,1
44,2225,21,20,ventas,temporal,39,2,1,1,13,"a veces me siento motivado, a veces no",0
29,1289,11,8,rrhh,fijo,33,4,2,4,16,estoy orgulloso de lo que hacemos,1
34,1811,16,2,rrhh,temporal,52,2,4,1,49,no recibo retroalimentacion suficiente y me siento muy estresado por la carga laboral,1
23,733,0,0,ti,fijo,47,2,1,0,17,siento que mi trabajo no tiene impacto y siento que no hay crecimiento profesional,0
50,3143,30,21,ti,fijo,58,3,2,0,16,cumplo mis funciones sin mayor inconveniente y me siento muy estresado por la carga laboral,0
22,1198,0,0,produccion,temporal,57,2,4,0,39,el ambiente de oficina es tenso,1
45,2592,26,3,ventas,temporal,41,4,5,3,30,estoy satisfecho con las condiciones laborales,0
31,1403,10,3,ti,fijo,60,2,4,3,41,siento que mi esfuerzo no se reconoce y me siento muy estresado por la carga laboral,1
22,1076,0,0,finanzas,fijo,36,3,4,0,30,el trabajo es aceptable,1
50,1855,27,18,finanzas,temporal,60,4,2,2,35,mi desarrollo profesional es constante y me siento muy estresado por la carga laboral,1
58,4000,37,12,finanzas,fijo,35,2,3,0,18,tengo un equilibrio razonable entre trabajo y vida y siento que no hay crecimiento profesional,0
36,1436,14,0,ventas,temporal,38,2,2,0,31,el liderazgo es deficiente,1
39,1710,17,11,logistica,fijo,56,4,4,4,16,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,0
22,1176,0,0,finanzas,fijo,31,3,4,0,23,cumplo mis funciones sin mayor inconveniente y siento que no hay crecimiento profesional,1
19,996,0,0,ti,fijo,59,1,2,0,44,no recibo retroalimentacion suficiente y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
47,2052,25,10,ti,fijo,44,3,1,2,39,tengo oportunidades limitadas para crecer,0
56,4000,33,23,produccion,fijo,51,3,4,3,3,"algunas tareas son interesantes, otras no tanto",0
21,1293,2,0,produccion,fijo,42,4,4,0,4,el trabajo cumple con lo esperado,1
50,3271,28,1,ventas,fijo,40,3,5,0,46,mi experiencia es promedio,1
30,2513,8,0,produccion,temporal,51,3,3,0,40,hay tareas repetitivas que no disfruto y me siento muy estresado por la carga laboral,1
37,2057,13,0,ventas,fijo,51,2,2,0,0,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral,0
24,2136,3,3,rrhh,temporal,48,2,4,1,25,mi jefe no apoya mi desarrollo profesional,1
32,1640,5,3,produccion,temporal,35,3,1,0,41,siento que mi esfuerzo no siempre se reconoce y siento que no hay crecimiento profesional,0
40,2117,13,5,ventas,fijo,38,3,1,1,2,siento que mi esfuerzo no siempre se reconoce,1
31,2092,7,2,ti,fijo,59,2,5,2,22,no recibo retroalimentacion suficiente y me siento muy estresado por la carga laboral,1
40,2287,16,0,produccion,fijo,41,2,1,0,12,siento que crezco profesionalmente,1
36,1231,17,9,produccion,temporal,58,3,2,1,21,"el equipo es bueno, pero la gestion necesita mejorar",0
46,2205,26,17,logistica,fijo,40,5,1,3,30,"no es el mejor trabajo, pero tampoco el peor",1
37,2043,12,2,ventas,fijo,32,3,5,1,7,"el ambiente es regular, podria mejorar",0
46,3439,26,24,rrhh,fijo,47,3,5,0,29,me gusta el ambiente laboral,1
41,2821,15,3,produccion,temporal,53,1,1,1,45,me siento estancado profesionalmente y me siento muy estresado por la carga laboral,0
35,1763,10,5,ventas,fijo,42,2,4,0,11,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,0
27,1281,3,1,rrhh,temporal,59,2,1,0,21,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,1
58,3214,40,26,ventas,fijo,42,4,5,4,42,mi equipo y mi jefe me apoyan mucho,0
25,1920,4,1,rrhh,fijo,44,3,4,0,14,el trabajo es aceptable y siento que no hay crecimiento profesional,0
43,2367,20,12,finanzas,temporal,48,4,5,1,29,siento estabilidad en mi trabajo,0
46,1672,27,14,produccion,fijo,44,4,4,3,23,no recibo retroalimentacion suficiente,0
27,1620,6,4,finanzas,fijo,57,2,1,4,48,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral,1
34,1845,10,1,ventas,temporal,44,3,3,0,24,siento que algunos procesos son confusos y siento que no hay crecimiento profesional,0
19,1599,0,0,finanzas,fijo,34,2,2,0,1,el liderazgo de mi equipo es excelente,1
23,1914,3,2,rrhh,fijo,34,3,4,2,0,me esfuerzo por mejorar en mi puesto,0
22,1837,3,0,ti,fijo,31,4,5,0,19,no me siento valorado en la empresa,0
45,2468,25,24,logistica,fijo,47,3,5,4,44,la empresa tiene potencial de mejora,1
58,4000,34,13,finanzas,fijo,35,4,3,1,43,estoy satisfecho con las condiciones laborales,1
22,2118,3,1,logistica,fijo,47,3,5,1,25,"a veces me siento motivado, a veces no",0
35,2417,13,13,ventas,fijo,59,1,5,1,7,mi jefe no apoya mi desarrollo profesional,0
43,1667,22,8,produccion,fijo,51,2,5,1,18,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,0
37,1526,17,5,finanzas,fijo,57,3,4,2,30,hay estabilidad pero falta innovacion,0
58,2562,30,8,finanzas,fijo,57,2,4,4,14,no confio en la direccion de la empresa y me siento muy estresado por la carga laboral,0
44,1500,18,4,ti,fijo,36,4,2,3,41,los recursos para trabajar son insuficientes,1
29,1166,4,2,ventas,temporal,58,1,3,0,1,siento que mi trabajo no tiene impacto,0
24,1204,5,3,finanzas,fijo,49,3,1,2,1,tengo oportunidades limitadas para crecer,1
20,1874,0,0,produccion,fijo,55,2,3,0,49,no tengo motivacion para seguir en este trabajo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
27,1537,2,0,rrhh,fijo,49,2,2,0,28,la empresa valora a sus empleados,0
51,3859,31,5,produccion,fijo,58,3,4,0,32,"estoy aprendiendo cosas nuevas, pero hay desafios y me siento muy estresado por la carga laboral",1
42,1678,23,19,finanzas,fijo,32,4,4,0,9,no recibo retroalimentacion suficiente,1
52,2076,27,24,logistica,fijo,46,3,3,0,47,"algunas tareas son interesantes, otras no tanto",1
33,2657,11,5,logistica,fijo,49,3,1,3,45,el trabajo cumple con lo esperado,1
19,1985,0,0,finanzas,fijo,48,3,4,0,20,"el equipo es bueno, pero la gestion necesita mejorar y siento que no hay crecimiento profesional",1
41,2525,20,14,ti,fijo,37,4,4,2,20,la cultura de la empresa es positiva,1
27,2270,7,6,ventas,fijo,50,3,3,2,42,hay estabilidad pero falta innovacion,1
55,2657,36,21,ti,fijo,52,2,3,0,12,no tengo motivacion para seguir en este trabajo y me siento muy estresado por la carga laboral,1
39,2211,12,2,produccion,temporal,48,3,1,2,50,hay tareas repetitivas que no disfruto,0
43,2097,19,18,ventas,fijo,48,3,1,2,15,mi experiencia es promedio,0
60,3278,36,33,ti,fijo,56,2,3,1,18,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,0
56,3636,32,6,finanzas,temporal,35,5,1,3,23,tengo un equilibrio razonable entre trabajo y vida,0
44,2673,25,24,ventas,fijo,55,4,2,2,22,me siento reconocido por mis esfuerzos y me siento muy estresado por la carga laboral,0
46,3410,26,15,rrhh,fijo,49,4,3,0,3,hay buenas oportunidades de aprendizaje,0
55,2916,29,26,rrhh,fijo,37,3,5,4,30,siento que algunos procesos son confusos,0
37,1481,15,5,produccion,fijo,32,4,1,4,7,trabajo en proyectos que me interesan,1
44,3506,26,8,ti,fijo,34,3,3,3,41,tengo un equilibrio razonable entre trabajo y vida,1
58,2767,35,12,logistica,fijo,30,4,5,2,24,la cultura de la empresa es positiva,0
37,1173,13,1,produccion,fijo,59,1,2,1,22,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral,1
36,2685,13,13,rrhh,fijo,30,4,2,2,10,hay buenas oportunidades de aprendizaje,1
37,1880,18,4,finanzas,fijo,60,3,4,0,27,me siento sobrecargado y desmotivado y siento que no hay crecimiento profesional,1
52,2380,25,10,finanzas,temporal,53,4,5,2,44,disfruto trabajar en esta empresa y me siento muy estresado por la carga laboral,1
19,1141,0,0,finanzas,fijo,52,3,5,0,22,no confio en la direccion de la empresa,1
47,2897,23,14,logistica,temporal,30,5,5,4,44,me gusta el ambiente laboral,0
51,2872,24,5,finanzas,fijo,35,4,2,4,44,estoy satisfecho con las condiciones laborales,0
39,2075,16,5,finanzas,fijo,31,4,4,3,42,estoy satisfecho con las condiciones laborales,0
20,1448,0,0,rrhh,temporal,41,4,2,0,47,hay un buen ambiente de colaboracion y siento que no hay crecimiento profesional,0
23,1098,5,2,ventas,temporal,46,3,3,1,46,mi experiencia es promedio,1
32,1422,9,3,logistica,fijo,39,3,5,2,35,el trabajo cumple con lo esperado,1
44,2088,21,3,finanzas,temporal,34,4,5,3,33,siento que crezco profesionalmente,0
27,1619,9,4,logistica,fijo,34,3,4,0,47,"no es el mejor trabajo, pero tampoco el peor",1
26,1923,2,1,logistica,temporal,31,2,4,1,10,disfruto trabajar en esta empresa,1
50,3780,31,27,logistica,fijo,41,5,5,2,48,el ambiente de oficina es tenso,0
49,2576,30,12,ventas,fijo,34,2,2,1,7,"no es el mejor trabajo, pero tampoco el peor",0
23,1171,0,0,finanzas,fijo,59,3,4,0,33,tengo oportunidades limitadas para crecer y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
58,3409,34,23,produccion,temporal,44,3,5,3,7,siento que algunos procesos son confusos,1
53,2794,28,27,ti,fijo,52,4,3,4,16,hay cosas buenas y malas,0
19,510,0,0,ventas,temporal,49,1,4,0,21,el trabajo es estresante y agotador,1
46,2981,20,12,ti,fijo,47,3,1,0,7,"el equipo es bueno, pero la gestion necesita mejorar",1
21,690,2,1,rrhh,fijo,58,1,3,0,0,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral ademas considero que el salario es bajo,1
18,815,0,0,produccion,temporal,60,1,5,0,13,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,1
36,2445,13,0,finanzas,temporal,50,4,4,0,4,me siento parte de un buen equipo,0
43,2196,24,23,finanzas,temporal,56,3,4,0,26,estoy satisfecho con las condiciones laborales,1
42,2047,24,17,rrhh,fijo,35,3,2,0,47,aprecio el apoyo de mis colegas pero no siempre de mi jefe y siento que no hay crecimiento profesional,0
27,1937,5,2,ventas,fijo,58,1,5,0,48,el trabajo es estresante y agotador y siento que no hay crecimiento profesional,1
32,1465,8,6,finanzas,fijo,53,3,1,4,22,trabajo en proyectos que me interesan,1
39,2662,14,3,ventas,temporal,43,4,5,1,11,"estoy aprendiendo cosas nuevas, pero hay desafios",0
38,1050,12,7,finanzas,temporal,54,2,4,3,29,el ambiente laboral es muy malo,0
39,1871,20,20,ventas,fijo,40,4,4,4,7,siento estabilidad en mi trabajo,0
53,2888,30,15,ti,temporal,55,2,1,1,39,mi jefe no apoya mi desarrollo profesional,1
51,3222,27,9,ventas,fijo,37,5,3,2,1,estoy motivado y satisfecho con mis proyectos,0
47,1859,25,25,rrhh,fijo,52,2,5,3,4,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,0
42,1428,15,13,finanzas,fijo,54,3,5,1,12,me gusta el ambiente laboral,0
45,3232,27,20,produccion,fijo,38,5,5,2,16,estoy contento con mi trabajo,0
18,1109,0,0,ventas,fijo,35,2,2,0,34,estoy orgulloso de lo que hacemos y siento que no hay crecimiento profesional,1
21,1129,0,0,produccion,temporal,57,1,1,0,14,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
24,2018,6,3,ventas,fijo,32,4,3,1,11,siento que crezco profesionalmente,1
26,1188,6,5,ti,temporal,59,4,5,3,34,estoy motivado y satisfecho con mis proyectos,1
53,2451,34,34,produccion,temporal,57,2,3,2,41,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral,0
36,2813,18,18,rrhh,fijo,56,3,3,4,47,"estoy aprendiendo cosas nuevas, pero hay desafios",0
18,1795,0,0,produccion,fijo,37,3,3,0,50,el trabajo cumple con lo esperado,0
27,1979,3,2,ventas,fijo,45,3,4,2,2,mi experiencia es promedio,1
53,2991,27,23,rrhh,fijo,48,2,5,0,9,mi equipo y mi jefe me apoyan mucho,1
26,954,2,0,ti,fijo,30,1,5,0,1,me siento estancado profesionalmente ademas considero que el salario es bajo,0
59,2702,34,29,produccion,temporal,42,4,5,4,14,me siento parte de un buen equipo,1
49,3012,27,18,rrhh,fijo,41,3,1,2,6,me siento parte de un buen equipo,1
49,2604,16,3,produccion,fijo,49,4,2,0,19,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,0
23,905,0,0,ti,fijo,59,1,2,0,7,siento que algunos procesos son confusos,0
55,3918,30,12,ti,fijo,54,2,2,3,46,no confio en la direccion de la empresa,1
34,1794,13,11,ti,fijo,58,3,2,0,25,el liderazgo de mi equipo es excelente y me siento muy estresado por la carga laboral,1
27,1582,4,1,ti,fijo,37,2,4,0,7,estoy muy insatisfecho con mi trabajo,1
44,1701,23,14,rrhh,fijo,59,4,1,2,29,me gusta el ambiente laboral y me siento muy estresado por la carga laboral,0
